PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO
julia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
julias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
julio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
julios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
junio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
junios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
junta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
junta_general_de_accionistas,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
junta_militar,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
juntas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
jurado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
jurados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
jurisdicción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jurisdicción_contencioso-administrativa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jurisdicción_ordinaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jurisdicción_penal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
jurisdicciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
jurista,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
juristas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
justicia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
justicia_ordinaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
justicia_social,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
justicias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
justificación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
justificaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
juventud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
juventudes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
juzgado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
juzgados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kg,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
kilobit,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilobits,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilobyte,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilobytes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilogramo,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilogramo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
kilogramos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilómetro,SUSTANTIVO,COMÚN,,
kilómetro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
kilómetros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
kilos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
Km2,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
l,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
la,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
la_madre_tierra,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
laberinto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
laberintos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
labio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
labios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
labor,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
labor_docente,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
laboratorio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
laboratorio_clínico,SUSTANTIVO,COMÚN,,
laboratorios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
labores,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
labrador,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
labradores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lactancia_materna,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ladera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
laderas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ladrillo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ladrillos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ladrón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ladrones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lago,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lagos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lágrima,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lágrima,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lágrimas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lágrimas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
laguna,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lagunas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lamento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lamentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lámina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
láminas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lámpara,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lámpara,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lámparas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lámparas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lanas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lance,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lances,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lanzamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lanzamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
largo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
largos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
las,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
láser,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
láseres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lásers,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lástima,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lástimas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lata,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lata,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
latas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
latas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
latín,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
latines,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
latino,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
latinos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
latitud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
latitudes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
laudo_arbitral,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
laura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lauras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
laurel,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
laureles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lavadero,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lavaderos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lazo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lazos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lección,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lecciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
leche,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
leche_de_vaca,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
leches,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lecho,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lechos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lector,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lector_de_cd,SUSTANTIVO,COMÚN,,
lectores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lectura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lecturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
legislación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
legislación_autonómica,SUSTANTIVO,COMÚN,,
legislación_nacional,SUSTANTIVO,COMÚN,,
legislación_vigente,SUSTANTIVO,COMÚN,,
legislaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
legítima_defensa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lengua,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lengua_extranjera,SUSTANTIVO,COMÚN,,
lengua_internacional,SUSTANTIVO,COMÚN,,
lengua_oficial,SUSTANTIVO,COMÚN,,
lenguaje,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lenguaje_corporal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lenguaje_de_programación,SUSTANTIVO,COMÚN,,
lenguaje_escrito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lenguaje_oral,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lenguajes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lenguas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
leña,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
leñas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
leño,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
leños,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
león,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
leones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lesión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lesiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
letra,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
letras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
léxico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
léxicos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ley,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_de_procedimiento_administrativo,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_del_suelo,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_fundamental,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_general,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_general_de_educación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_general_presupuestaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_general_tributaria,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_marco,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_orgánica_del_poder_judicial,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ley_vigente,SUSTANTIVO,COMÚN,,
leyenda,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
leyendas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
leyes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
liana,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lianas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
liberación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
liberaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
libertad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertad_de_asociación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertad_de_expresión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertad_de_opinión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertad_de_pensamiento,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertad_de_prensa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertad_religiosa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libertades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
libertades_fundamentales,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
libra,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
libra,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
libra,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libras,SUSTANTIVO,COMÚN,COMÚN,PLURAL
libras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
libreta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
libretas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
libro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
libros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
licencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
licencia_de_obras,SUSTANTIVO,COMÚN,,
licencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
liceo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
liceos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
licor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
licores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
líder,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
liderazgo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
liderazgos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
líderes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
liga,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
liga_árabe,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ligadura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ligaduras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ligas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ligazón,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ligazones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
limitación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
limitaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
límite,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
límites,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
limón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
limones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
limosna,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
limosnas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
limpieza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
limpiezas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
línea,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
línea_de_acción,SUSTANTIVO,COMÚN,,
línea_eléctrica,SUSTANTIVO,COMÚN,,
línea_fija,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
líneas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lingüista,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
lingüistas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
lingüística,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lingüísticas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lío,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
líos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
liquen,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
líquenes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
líquido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
líquidos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lira,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
liras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lirio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lirios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lista,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
listas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
literatura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
literatura_juvenil,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
literaturas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
litología,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
litologías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
litoral,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
litorales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
litro,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
litro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
litro_día_cápita,SUSTANTIVO,COMÚN,,
litro_día_per_cápita,SUSTANTIVO,COMÚN,,
litro_día_por_cápita,SUSTANTIVO,COMÚN,,
litro_metro_cuadrado_por_día,SUSTANTIVO,COMÚN,,
litro_metro_cuadrado_por_minuto,SUSTANTIVO,COMÚN,,
litro_metro_cuadrado_por_segundo,SUSTANTIVO,COMÚN,,
litro_por_día,SUSTANTIVO,COMÚN,,
litro_por_día_cápita,SUSTANTIVO,COMÚN,,
litro_por_día_per_cápita,SUSTANTIVO,COMÚN,,
litro_por_día_por_cápita,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_día,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_minuto,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_por_dia,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_por_minuto,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_por_segundo,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_segundo,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_y_día,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_y_minuto,SUSTANTIVO,COMÚN,,
litro_por_metro_cuadrado_y_segundo,SUSTANTIVO,COMÚN,,
litro_por_minuto,SUSTANTIVO,COMÚN,,
litro_por_segundo,SUSTANTIVO,COMÚN,,
litros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
liturgia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
liturgias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
llama,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
llamada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
llamadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
llamado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
llamados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
llamamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
llamamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
llamas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
llanto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
llantos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
llanura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
llanuras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
llave,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
llaves,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
llegada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
llegadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lluvia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lluvia_torrencial,SUSTANTIVO,COMÚN,,
lluvias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lobo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lobos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
local,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
local_comercial,SUSTANTIVO,COMÚN,,
locales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
localidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
localidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
localización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
localizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
loco,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
locos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
locura,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
locuras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lógica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lógicas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
logro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
logros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lombardo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lombardos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lombrices,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lombriz,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lomo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lomos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
longitud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
longitudes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lonja,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lonjas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
losa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
losas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
luces,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lucha,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lucha_armada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lucha_por_el_poder,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
luchas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lucro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lucro_cesante,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lucros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lugar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lugar_de_nacimiento,SUSTANTIVO,COMÚN,,
lugares,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
luis,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
luisa,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
luisas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
luises,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lujo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lujos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lumbre,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lumbres,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lumen,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lumens,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
luminosidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
luminosidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
luna,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
lunas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
lunes,SUSTANTIVO,COMÚN,MASCULINO,INVARIABLE
luto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
lutos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
lux,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
luxs,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
luz,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
luz_blanca,SUSTANTIVO,COMÚN,,
m2,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
maceta,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
maceta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
macetas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
macetas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
macho,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
machos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
macizo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
macizos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
madame,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madames,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
madera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madera,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
maderas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
maderas,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
madre,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madre_naturaleza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madre_soltera,SUSTANTIVO,COMÚN,,
madres,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
madriguera,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madrigueras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
madrileño,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
madrileños,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
madrina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madrinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
madrugada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
madrugadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
maduración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
maduraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
madureces,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
madurez,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
maestra,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
maestras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
maestro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
maestros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
mafia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
mafias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
magia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
magias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
magistrado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
magistrados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
magnitud,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
magnitudes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
mago,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
magos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
maldad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
maldades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
maldición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
maldiciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
males,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
malestar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
malestares,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
maleta,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
maleta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
maletas,SUSTANTIVO,COMÚN,COMÚN,PLURAL
maletas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
mallorquín,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
