PALABRA,CATEGORÍA,TERMINACIÓN,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embadurnar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embaldosar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emballenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emballestar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embalsamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embalsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embalumar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embanastar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embancar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embanderar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarbar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarbascar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embarbecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarbillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarduñar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
embargar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarnecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarnizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarrancar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarrillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarrotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embarrullar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embastar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embastardear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embastecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embastir,VERBO,IR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embaucar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embaular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embayar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embebecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embeber,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embeleñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embelecar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embelesar,VERBO,AR,,,,NORECONOCIDO
embelezar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embellaquecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embellecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embeodar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embermejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embermejecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emberrenchinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embestir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embetunar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embizcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emblandecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emblanquear,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emblanquecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emboñigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embobar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embobecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embobinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embocar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embochinchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embodegar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embolatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embolicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embolismar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embolsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emboquillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborrachar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborrascar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborrazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborricar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
emborrizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborronar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emborrullar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
emboscar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embosquecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embostar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embotellar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emboticar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
embotijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embotir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
embovedar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embozalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embracilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embragar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrasar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
embravar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embravecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embreñar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embrear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embregar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embriagar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embribar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embridar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrisar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrocar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrochalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrollar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embromar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embroncar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
embroquelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embroquetar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrosquilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embrutecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embuñegar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embuchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embuciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embullar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emburujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embustear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embustir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
embutir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emchumbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emendar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
ementar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emerger,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emigrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emitir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emocionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emolir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empañar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empañetar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empañicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empacar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empachar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empadrar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empadronar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empajolar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empalagar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empaliar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empalicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empalizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empalmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empalomar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empampanar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empandar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empandillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empantanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empanzanar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empapar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empapelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empapirotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empapizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empapuciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empapujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empapuzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empaquetar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparamentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparedar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparrillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emparvar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empastar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empastelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empavesar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empavonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empavorecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empeñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empechar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empecinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empedecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empedernecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empedernir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empedrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empegar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empeguntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empelazgar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empelechar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empellar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empellejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empeller,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empellicar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empelotar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empenachar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empendolar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empeorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empequeñecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emperchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empercudir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emperdigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emperejilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emperezar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empergaminar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emperifollar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empernar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emperrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empersonar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empertigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empesgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empestar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empestiferar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empetatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empezar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empiadar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empicar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empicotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empigüelar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empilchar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empilonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empingorotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empiolar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empipar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empitonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empizarrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empizcar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emplantillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplastar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplastecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplebeyecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplomar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplumajar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emplumar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emplumecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empobrecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empoderar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empodrecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empollar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empoltronecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empolvar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empolvorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empolvorizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emponchar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
emponzoñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empopar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emporcar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emporrar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
empotar,VERBO,AR,,,,NORECONOCIDO
empotrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empotrerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empradizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emprar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empreñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emprender,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emprensar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emprentar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empresentar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emprestar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emprestillar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emprimar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emprimir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empringar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emprisionar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
empuñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empuchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empulgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empuntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
empurrar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
emputecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emputecer,VERBO,ER,,,,NORECONOCIDO
empuyar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
emular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
emulsionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enaceitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enacerar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enacillar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
enaguachar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enaguar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enaguazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enajenar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enalbar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enalbardar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enalmagrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enaltecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enamarillecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enamorar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enamoricar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enamoriscar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
enanar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
enancar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
enanchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enangostar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enanzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
enaparejar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
enarbolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
