PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO,FUNCIÓN
moderna,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
modernas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
modernista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
modernistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
moderno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
modernos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
modesta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
modestas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
modesto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
modestos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
molesta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
molestas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
molesto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
molestos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
momentánea,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
momentáneas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
momentáneo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
momentáneos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
monetaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
monetarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
monetario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
monetarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
monográfica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
monográficas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
monográfico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
monográficos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
montañera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
montañeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
montañero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
montañeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
montañosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
montañosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
montañoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
montañosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
monumental,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
monumentales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
morada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
moradas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
morado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
morados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
moral,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
morales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
morena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
morenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
moreno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
morenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
morfológica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
morfológicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
morfológico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
morfológicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mortal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mortales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
motor,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
motores,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
motu_proprio,ADJETIVO,CALIFICATIVO,COMÚN,INVARIABLE,
móvil,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
móviles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
muchísima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
muchísimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
muchísimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
muchísimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
muda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mudas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mudo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mudos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
muerta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
muertas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
muerto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
muertos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
múltiple,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
múltiples,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mundial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
mundiales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
municipal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
municipales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
mural,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
murales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
musical,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
musicales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
musulmán,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
musulmana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
musulmanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
musulmanes,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
mutua,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
mutuas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
mutuo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
mutuos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
naciente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nacientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
nacional,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nacionales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
nacionalista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nacionalistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
narcisista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
narcisistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
narrativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
narrativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
narrativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
narrativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
natural,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
naturales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
nazi,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nazis,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
necesaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
necesarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
necesario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
necesarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
negativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
negativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
negativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
negativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
negra,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
negras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
negro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
negros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nerviosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nerviosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nervioso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nerviosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
neutra,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
neutras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
neutro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
neutros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
new_look,ADJETIVO,CALIFICATIVO,COMÚN,INVARIABLE,
noble,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nobles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
nociva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nocivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nocivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nocivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nocturna,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nocturnas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nocturno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nocturnos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimoctava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimoctavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimoctavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimoctavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimocuarta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimocuartas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimocuarto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimocuartos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimonona,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimononas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimonono,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimononos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimonovena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimonovenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimonoveno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimonovenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimoprimera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimoprimeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimoprimero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimoprimeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimoquinta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimoquintas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimoquinto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimoquintos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimosegunda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimosegundas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimosegundo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimosegundos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimoséptima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimoséptimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimoséptimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimoséptimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimosexta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimosextas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimosexto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimosextos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonagesimotercera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonagesimoterceras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonagesimotercero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonagesimoterceros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nonigentésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nonigentésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nonigentésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nonigentésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noningentésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noningentésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noningentésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noningentésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nínupla,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nínuplas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nínuple,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nínuples,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
nínuplo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nínuplos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
normal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
normales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
normativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
normativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
normativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
normativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
norteamericana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
norteamericanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
norteamericano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
norteamericanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
notable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
notables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
notarial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
notariales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
notoria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
notorias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
notorio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
notorios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
novecientosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
novecientosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
novecientosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
novecientosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
novel,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
noveles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
novelística,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
novelísticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
novelístico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
novelísticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
novena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
novenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noveno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
novenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaicincoava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaicincoavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaicincoavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaicincoavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaicuatroava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaicuatroavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaicuatroavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaicuatroavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaidosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaidosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaidosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaidosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventainueveava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventainueveavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventainueveavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventainueveavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaiochava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaiochavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaiochavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaiochavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaiseisava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaiseisavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaiseisavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaiseisavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaisieteava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaisieteavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaisieteavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaisieteavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaitresava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaitresavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaitresavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaitresavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventaiunava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventaiunavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventaiunavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventaiunavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
noventava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
noventavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
noventavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
noventavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nuclear,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
nucleares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
nueva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nuevas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nuevo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nuevos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nula,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nulas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nulo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nulos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
numérica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
numéricas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
numérico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
numéricos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
numerosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
numerosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
numeroso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
numerosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
nutritiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
nutritivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
nutritivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
nutritivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
objetiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
objetivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
objetivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
objetivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
obligatoria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
obligatorias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
obligatorio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
obligatorios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
obrera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
obreras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
obrero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
obreros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
observable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
observables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
obvia,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
obvias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
obvio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
obvios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
occidental,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
occidentales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
oceánica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
oceánicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
oceánico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
oceánicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaicincoava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaicincoavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaicincoavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaicincoavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaicuatroava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaicuatroavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaicuatroavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaicuatroavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaidosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaidosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaidosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaidosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentainueveava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentainueveavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentainueveavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentainueveavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaiochava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaiochavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaiochavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaiochavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaiseisava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaiseisavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaiseisavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaiseisavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaisieteava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaisieteavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaisieteavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaisieteavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaitresava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaitresavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaitresavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaitresavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentaiunava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentaiunavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentaiunavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentaiunavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochentava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochentavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochentavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochentavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ochocientosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ochocientosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ochocientosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ochocientosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
octagésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
octagésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
